# 2021/11/14 - 18:40 | PDB: 45.21 | UniProt: 2021.04
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
6g2j	H	P03888	8067551	8067550
6g2j	M	P03911	8067564	8067563
2j4w	D	Q9TY14	8033253	8020873
2j5l	A	Q9BIM8	8089208	8089207
4lba	A	4LBA_A	8054188	8048226
2l7q	A	A6L0P5	8054190	8048228
6hos	A	A0A1B2JGH2	8101225	8101224
4kt0	J	Q55329	8074512	8074511
4s2r	Q	O44750	8054215	8045050
3ctz	A	Q9NQW7	8054227	8045052
4dxs	B	Q8WXH0	8054241	8045069
1tm1	I	Q40059	8042526	8030147
1cis	A	P01053	8070227	8070226
2d00	A	P74903	8033711	8021331
3pwx	A	Q87JH9	8077817	8077816
3k1h	A	O25709	8091605	8045704
2mt4	A	P32727	8098618	8098617
4l6v	7	P72986	8074450	8074449
2oez	B	Q87LT3	8054390	8022695
2yop	B	Q9D309	8055727	8051602
5lc2	A	Q92520	8055728	8055724
1mqs	B	Q01590	8054411	8046401
1atz	A	P04275	8032262	8019882
1ck4	A	P18614	8032267	8019887
1jey	B	P13010	8035579	8023199
1pt6	A	P56199	8039066	8026687
1v7p	C	P17301	8041194	8028815
1shu	X	P58335	8041588	8029209
1rtk	A	P00751	8042312	8029933
7a6o	A	L8E853	8102679	8102678
2vzx	A	Q8T6U0	8081035	8081034
2icr	A	Q9U6Y5	8081049	8081048
2h5q	A	Q5S3G8	8081061	8081060
2whs	B	Q1JV70	8083468	8083467
5ooz	A	Q5S6Z9	8083484	8083483
4edo	A	J9PBR7	8083494	8083493
6oa8	A	P42212	8096046	8096045
5ltp	B	A0A1S4NYF2	8096556	8096555
6j1b	A	A0A2Z5X7U3	8096706	8096705
1cwv	A	P11922	8055357	8055356
4kh9	A	Q5ZWX8	8052437	8044753
1jz8	A	P00722	8055209	8055208
1bhg	A	P08236	8055213	8055212
1bkj	A	Q56691	8035404	8023024
3g14	B	A0PZS2	8058713	8058712
6czp	A	Q7MCD2	8058731	8058730
3eof	B	Q5L9C9	8077897	8077896
2wqf	A	Q9CED0	8086876	8086875
3pxv	C	B8FRE0	8097330	8097329
7rzp	A	A0A3E1R3Y4	8105365	8105364
3j9q	i	Q9S573	8091257	8046834
2g33	A	P03147	8086395	8086394
1nci	A	P15116	8055231	8055230
1l3w	A	P33148	8055237	8055236
1l3w	A	P33148	8055479	8055480
1l3w	A	P33148	8055486	8055485
5jyl	A	P22223	8074074	8074073
5j5j	A	Q02487	8074076	8074075
5j5j	A	Q14126	8091815	8091814
5dzy	C	Q91XZ2	8091874	8091870
5t9t	A	Q8K486	8091889	8091884
4zps	A	Q91XY0	8091896	8091893
5dzv	B	Q91Y13	8091902	8091897
5k8r	A	Q9Y5G1	8091917	8091913
5szq	A	Q91XY4	8091985	8091981
3ubf	A	O15943	8092015	8092012
2yst	A	O60245	8098194	8098193
4ubp	B	P41021	8043131	8030752
1v54	D	P00423	8035430	8023050
7o3c	d	P19783	8105437	8105436
3gkj	A	O15118	8090917	8045540
1yq9	A	P12943	8054417	8054416
5xtb	C	O75251	8085729	8085728
6cfw	J	Q8U0Z8	8085731	8085730
6u8y	j	I6UZV3	8097966	8097965
1h8l	A	P83852	8036370	8023991
2b59	B	Q06851	8037657	8025278
1amu	A	P0C061	8055419	8055418
1v25	B	Q5SKN9	8055427	8055426
1htj	F	O15085	8033304	8020924
2jm5	A	Q9NS28	8043134	8030755
4igu	A	Q8T017	8062645	8062644
1jqk	A	P31896	8055594	8024878
1gnt	A	P31101	8055609	8026387
2vqr	A	Q1M964	8090537	8045404
4upk	A	Q5LKJ1	8090539	8060827
1pd0	A	P40482	8038541	8026162
6pnj	W	G6FSH2	8094529	8094528
5j9t	G	P43572	8055777	8045005
2gaf	D	P23371	8055708	8055707
1ub2	A	Q31MN3	8041701	8029322
5aog	A	P84516	8063025	8063024
1b80	A	P06181	8079578	8079577
5twt	A	A0A1S4NYF8	8094012	8094011
6y3c	A	P23219	8098586	8098585
1yif	A	P94489	8034538	8022158
1oyg	A	P05655	8037882	8025503
4pva	A	A0A059U759	8051991	8044688
4udg	B	D9ZDQ9	8089502	8089501
5ayd	A	E6UBR9	8089504	8089503
4hbs	A	A7M441	8090853	8045525
6q50	A	E9ANE0	8094395	8094394
2ac1	A	Q43866	8105327	8105325
1jpy	A	Q96PD4	8037216	8024837
2x1w	A	P49767	8070295	8070294
2c7w	A	P49765	8070297	8070296
2r53	A	P22004	8070311	8070310
5vt2	A	Q99988	8070315	8070314
5n92	A	Q16552	8088224	8088223
1vdv	A	P80457	8043059	8030680
1n62	B	P19919	8043530	8031152
2qpf	A	P07309	8070922	8070921
2h0e	A	O32142	8079417	8079416
1hi7	A	P04155	8038735	8026356
1e9t	A	Q07654	8038743	8026364
4y28	A	P05310	8074458	8074457
6k33	bB	P0A409	8093600	8093599
6k61	a	P58576	8094435	8094434
6kif	B	Q31LJ1	8094465	8094464
6ly5	b	A0A6J4B0E7	8101319	8101318
7a4p	B	W8SUA3	8104041	8104040
5f5t	A	G0S1D3	8055807	8051405
5nrl	M	Q00723	8055810	8055809
5elp	D	Q1RS73	8055844	8045096
4z37	A	C0ZGQ5	8055856	8045105
4qyr	A	D0U2E3	8055883	8045101
2yx6	A	O58552	8063578	8063577
1i6z	A	Q60739	8033713	8021333
1ugo	A	Q8CI32	8040835	8028456
1pzd	A	P53620	8055303	8055302
1vky	B	Q9WZ44	8041421	8029042
1brl	A	P07740	8043819	8031441
1fvp	A	P12745	8043822	8031444
3sdo	B	Q3JIP8	8064705	8064704
2o6p	A	Q8KQR1	8055385	8055384
2ite	A	Q2FZE9	8055389	8055388
2h3k	A	Q6G8J7	8055391	8055390
2moq	A	Q8NX66	8085273	8085272
3o6c	A	Q9PN59	8074924	8074923
3thx	B	P20585	8056712	8018581
1acx	A	P01551	8055245	8055244
1g91	A	P55773	8032701	8020321
1f2l	A	P78423	8034324	8021944
1qnk	A	P19875	8034335	8021955
2r3z	A	P17515	8062215	8062214
7d5z	N	Q3KSS3	8105475	8105474
2i32	A	Q9Y294	8055367	8055366
2prd	A	P38576	8041981	8029602
5ucq	B	H0USY5	8066109	8066108
3sw5	B	A0A0H3M4F9	8066137	8066136
5tea	A	Q9K0G4	8066141	8066140
6mt2	B	A0A072TMB0	8095543	8095542
6we5	C	O84777	8098238	8098237
2bsy	A	P03195	8038539	8026160
1pkh	A	Q57872	8038866	8026487
2pc5	A	Q9STG6	8073074	8073073
3lqw	A	C4M4M6	8073078	8073077
5f9k	A	Q54BW5	8073086	8073085
6ljj	A	A0A480PG39	8101279	8101278
2nqd	A	Q966X9	8055379	8055378
3s64	A	Q0MRQ4	8073421	8073420
2js9	A	Q86FL8	8073423	8073422
1srd	A	P07505	8055257	8055256
2aps	A	P24702	8055267	8055266
2fim	A	O00294	8081768	8081767
2f7f	A	Q830Y8	8040631	8028252
1ybe	A	Q8UIS9	8044296	8031918
1m1x	A	P06756	8055491	8055490
1nlw	A	Q05195	8043871	8031493
2hg4	D	Q03133	8055902	8045098
2hg4	D	Q03133	8055901	8051502
6m71	B	P0DTD1	8092561	8092560
1eje	A	O26255	8042083	8029704
1rfe	A	O53240	8042240	8029861
4z85	A	A4UVY1	8063400	8063399
3b5m	C	Q7UTD8	8063560	8063559
4l82	A	Q4UKE8	8063932	8063931
3nfw	B	E5Q9D7	8086176	8086175
3k86	A	O87008	8086178	8086177
3h96	A	A0QXM5	8089983	8045284
4y9i	A	A0QU01	8089984	8045285
2ol5	A	Q5L206	8091606	8045705
6rk0	B	C1DK98	8097366	8097365
4wfc	C	Q12149	8055988	8050302
5has	C	A0A140UHP8	8056016	8045113
3ii2	A	Q70LE6	8103675	8046835
6kbs	B	A0A2S5ZH06	8096692	8096691
4j72	A	O66465	8045121	8048496
5j72	A	Q183L9	8056031	8056030
5j72	A	Q183L9	8056032	8056030
5j6q	A	Q183N4	8056043	8056042
1ytd	A	Q9HJ28	8034865	8022485
1ybe	A	Q8UIS9	8044297	8031919
2boy	E	Q8G9L3	8066693	8066692
7lx0	L	A0A2N6L446	8103789	8103788
1okr	A	P68261	8056265	8002965
2ebf	X	P17452	8033907	8021527
1vk8	A	Q9WYV6	8041366	8028987
1l5x	A	Q8ZU79	8042897	8030518
2ot4	A	L0DSL2	8056473	8003692
1fs7	A	Q9S1E5	8056480	8056478
1whj	A	Q8CI96	8043551	8031173
1in0	A	P44096	8044557	8032179
4ehy	A	O67572	8056588	8018017
1wki	A	P60489	8043627	8031249
6ha1	M	P14577	8076039	8076038
5v93	M	A0A045IWV9	8076053	8076052
6gz3	AI	B7NZQ2	8097320	8097319
6ip6	2D	Q96L21	8100400	8100399
1p9r	A	P37093	8056592	8018133
3jvv	A	P24559	8056598	8056597
1e9r	B	Q04230	8056658	8091678
4d2i	A	Q97WG8	8056659	8091680
1gyc	A	Q12718	8039291	8026912
6szh	A	V5VCK8	8093744	8093743
7jli	A	A0A063XDJ9	8103723	8103722
2a2q	T	P13726	8055099	8055098
1cd9	B	P40223	8055139	8055138
2hym	A	P48551	8055155	8055154
2crz	A	Q9Y2H6	8055171	8055170
1qg3	A	P16144	8055509	8055508
3d48	R	P16471	8055515	8055514
2d9q	B	Q99062	8055529	8055528
2hym	A	P48551	8055541	8055540
1aep	A	P10762	8037777	8025398
1tgs	I	P00998	8038692	8026313
1tbr	R	Q06684	8038694	8026315
3t5o	A	P13671	8052114	8052112
1hdl	A	Q9NQ38	8091341	8091340
2byo	A	P9WK65	8038913	8026534
2w7q	B	Q9I0M4	8082577	8082576
4bih	A	Q2G1Q1	8092758	8046046
4egd	A	Q2FVD0	8092759	8046047
4big	A	Q2G1Q0	8092760	8046048
3bk5	A	Q87Q63	8092762	8046500
1lmi	A	P9WIP1	8055359	8055358
1xq4	A	Q7VU61	8055371	8055370
1xk7	A	P31572	8033758	8021378
4ed9	A	A0A0H3G7M3	8061773	8061772
1o75	A	P29723	8055547	8055546
3j9w	B0	P37807	8089402	8089401
6yst	X	A0A0H3ENK5	8096226	8096225
7m4w	W	A0A062FRJ6	8103020	8103019
7m4v	W	B7I4T0	8104253	8104252
2qsv	A	Q7MX90	8053465	8049783
3rfr	I	Q9KX36	8095943	8046393
6cxh	A	G4SZ64	8095948	8061309
1sfe	A	P06134	8044558	8032180
1l6p	A	P36655	8055353	8055352
6dps	D	C6S7X6	8080435	8080434
1fyb	A	Q40378	8092209	8092208
2o8s	A	A0A0F4FZC1	8035037	8022657
1p32	A	Q07021	8034849	8022469
3jv1	A	Q584R4	8085518	8085517
5cl2	A	P71088	8051914	8049009
6md5	A	Q6TNP8	8067159	8067158
6h7w	C	G0S0E6	8067161	8067160
2a9s	A	A9CJ26	8036780	8024401
5kol	D	Q8XB29	8060338	8060337
5z62	K	P24311	8094463	8094462
5ttx	A	M7TUZ8	8080498	8080497
9pcy	A	P00287	8040520	8028141
1nwp	A	P34097	8040558	8028179
1jer	A	P29602	8040566	8028187
1aoz	A	P37064	8040668	8028289
1aoz	A	P37064	8040671	8028292
1a65	A	Q9Y780	8040691	8028312
1v10	A	Q6H9H7	8041082	8028703
1x9r	A	P42849	8067704	8067703
4dp0	X	P11970	8068797	8068796
1fa4	A	Q3M9H8	8068799	8068798
2r6f	A	Q5KVB6	8056679	8056678
4dfc	D	P0A698	8098344	8098343
1aa7	A	P03485	8038312	8025933
4v8p	CO	P0DJ60	8077489	8077488
2izv	A	Q8WXH5	8033185	8020805
1qub	A	P02749	8038852	8026473
1qub	A	P02749	8038858	8026479
1qub	A	P02749	8038859	8026480
2o39	C	P15529	8043390	8031012
1h03	P	P08174	8044483	8032105
4a34	A	A0A0H2ZNZ5	8060325	8060324
1jms	A	P09838	8042122	8029743
1hv2	A	Q03071	8033328	8020948
1r29	A	P41182	8040250	8027871
1nex	A	P52286	8043774	8031396
4bgc	A	P22001	8067483	8067482
2ihc	C	O14867	8080931	8080930
6guv	A	Q5NBY9	8099698	8099697
1jog	A	P43934	8042652	8030273
2iw5	B	Q9UKL0	8056844	8056843
1m3q	A	O15527	8036319	8023940
1pu6	A	O25323	8039091	8026712
1kg2	A	P17802	8042750	8030371
2jg6	A	Q9RL93	8072451	8072450
3e7j	A	C6XZB6	8090361	8045377
1xte	A	Q9ERE3	8044154	8031776
2raj	A	Q9Y5X1	8053687	8053682
3hpc	X	B1H267	8101365	8101364
7blq	L	G0S0X3	8102669	8102668
3cto	B	P9WF25	8082985	8082984
2lf0	A	A0A384KBU4	8092245	8045810
1a6q	A	P35813	8042103	8029724
2j82	A	Q8DGS1	8083890	8083889
4oic	B	Q0JLP9	8091298	8091297
3ujk	A	O04719	8091302	8091301
2irm	A	Q7QD46	8100006	8100005
1dtd	B	P81511	8038985	8026606
4zxb	E	P06213	8032832	8020452
1p9a	G	P07359	8034703	8022323
2zkm	X	Q00722	8038609	8026230
5t91	A	P37965	8060277	8060276
2oog	D	A0A0H3K7S1	8096238	8096237
1o82	A	Q47765	8037326	8024947
1f16	A	Q07812	8037647	8025268
1af3	A	P53563	8037656	8025277
2jm6	B	P97287	8043136	8030757
1pq1	B	O54918	8055789	8051435
2ejq	A	Q5SLR6	8033962	8021582
1bsw	A	Q9PW35	8035489	8023109
1t3c	A	Q00496	8039922	8027543
1u4g	A	P14756	8040717	8028338
3e11	A	A0LWM4	8040982	8028603
1wni	A	P20165	8041776	8029397
1tvi	A	Q9X1J7	8042668	8030289
2yd0	A	Q9NZ08	8054062	8054060
5ab0	C	Q6P179	8054088	8054085
4kxd	A	Q07075	8054102	8054099
4q1l	A	P84907	8065554	8065553
3edi	A	O43897	8073361	8073360
4xbh	A	P08049	8073705	8073704
3zuk	A	O53649	8073709	8073708
3dwc	A	Q6ZXC0	8087491	8087490
4k90	A	P46075	8092136	8049889
6bvd	A	A0A384E125	8095583	8095582
7c8d	A	Q56H28	8099544	8099543
6eu6	A	Q1Q357	8082997	8082996
6uhw	B	Q3JK82	8094775	8094774
3tow	A	Q9H7P6	8052004	8051726
3jvo	L	Q9MBY2	8104060	8046874
5gai	R	P26746	8104062	8046846
1fd9	A	Q5ZXE0	8033023	8020643
2lj4	A	Q57YG1	8089188	8089187
2n87	A	Q57XM6	8089190	8089189
7dek	F	Q9HYX8	8104357	8104356
3hvn	A	A4VW80	8052017	8052011
4cdb	A	A0A0H3GD84	8052022	8052009
4wvm	A	Q98989	8052075	8052073
1h99	A	P39805	8033043	8020663
1dgj	A	Q9REC4	8036442	8024063
1jro	B	O54051	8037297	8024918
1vlb	A	Q46509	8041445	8029066
1hqv	A	P12815	8033249	8020869
1n8y	C	P06494	8043683	8031305
1n8y	C	P06494	8043685	8031307
1igr	A	P08069	8043994	8031616
2v9s	A	O94813	8073303	8073302
4xsq	B	C3YZ59	8079007	8079006
4y61	B	Q810C0	8079013	8079012
2wfh	A	O94813	8096003	8061073
2ell	A	Q92688	8100344	8100343
5cam	A	Q52209	8056961	8045129
2kys	A	P0C6U8	8076509	8076508
6m71	C	P0DTD1	8092555	8092554
1f0x	A	P06149	8036703	8024324
1uxy	A	P08373	8036705	8024326
1t3q	C	P72222	8039947	8027568
2oai	A	Q87DZ3	8054384	8017486
2lbo	A	B6VCV4	8056984	8045142
1zru	C	Q71AW2	8036194	8023814
1v47	A	Q5SKH7	8018713	8018710
2gks	A	O67174	8018725	8018722
2ar1	A	Q4Q067	8037292	8024913
1r3e	A	Q9WZW0	8040283	8027904
2ey4	A	Q7LWY0	8040329	8027950
2z0t	B	O58093	8087479	8087478
4maf	A	Q8SAG1	8089785	8089784
2yu6	A	Q9H6S0	8090682	8045445
3vse	A	A0A0H3JYW8	8101082	8101081
1qnt	A	P16455	8036537	8024158
1ma1	A	P18868	8041696	8029317
1ixb	A	P00448	8042546	8030167
1oop	A	P13900	8034187	8021807
1cwp	A	P03601	8040790	8028411
1c8n	A	Q9IPS9	8040799	8028420
4gb3	3	F8VA14	8067996	8067995
4q4v	3	V9VEF3	8068008	8068007
5osn	C	Q65480	8068020	8068019
5abj	C	I3W9E1	8068036	8068035
6acu	C	A0A1V0FT21	8068044	8068043
6iij	C	A0A1B3Z4Y8	8068046	8068045
2wff	3	B9VV85	8068062	8068061
5aoo	C	O91464	8068072	8068071
2wzr	3	Q6PMU1	8071527	8071526
5c8c	A	Q9QF31	8077437	8077436
1wce	F	P15480	8089352	8089351
3r0r	A	Q805N7	8091684	8050386
3hag	A	Q9IVZ8	8093110	8093109
1fmd	3	P15072	8098518	8098517
1yrt	B	P0DP23	8033438	8021058
1xk4	C	P06702	8033752	8021372
1y1a	A	Q99828	8034017	8021637
1nya	A	P06495	8037089	8024710
1exr	A	P07463	8037358	8024979
1kfu	L	P17655	8038190	8025811
1gjy	A	P05044	8038681	8026302
1rfj	A	Q7DMN9	8038850	8026471
1snl	A	Q02818	8039638	8027259
1qxp	A	P97571	8040078	8027699
1k96	A	P06703	8040106	8027727
3cr5	X	P02638	8040270	8027891
1i84	U	P02609	8062903	8062902
3pn7	B	Q26069	8062911	8062910
2e30	A	Q99653	8062953	8062952
4p2y	B	P14069	8070762	8070761
1v1f	A	O81223	8079621	8079620
6mud	A	P0DP24	8093610	8093609
6klu	A	P19123	8093724	8093723
6tj5	A	A0A0F7UZ05	8101209	8101208
6z47	E	G3URE9	8102092	8102091
1odk	B	Q5SID9	8033987	8021607
2a8y	A	Q97W94	8061222	8061221
3e9z	C	Q9BMI9	8061234	8061233
3la8	A	Q8DTU4	8061238	8061237
1yqq	A	P45563	8069101	8069100
4ny1	A	I3NID1	8074233	8074232
3emv	A	A5K9M4	8074249	8074248
4ldn	A	Q5DYV8	8074267	8074266
3tl6	B	C4LXG4	8081736	8081735
5dk6	A	Q47UY5	8099452	8099451
4n7e	A	Q99523	8052044	8052043
1x9n	A	P18858	8043718	8031340
1ain	A	P04083	8037781	8025402
4x9p	A	P04272	8071862	8071861
2mca	A	C4ZHE8	8052047	8046657
1toc	R	P56409	8038570	8026191
4u32	X	O43291	8070113	8070112
4ntw	B	G9I929	8070125	8070124
1y62	A	P0C1X2	8070131	8070130
5m4v	A	A0A1Z0YU59	8095083	8095082
6har	E	H7C0V9	8097894	8097893
3wz0	C	Q5JJ62	8065987	8065986
1u84	A	Q5KVS1	8042811	8030432
4k3c	A	Q93PM2	8052238	8052236
4k3b	A	Q5F5W8	8052249	8052244
4ql0	A	P35077	8052281	8050917
1h7n	A	P05373	8032995	8020615
1xky	A	A0A6L7H340	8033770	8021390
1gvf	A	P0AB74	8039112	8026733
2fiq	A	Q8X7H4	8040966	8028587
1sfl	B	Q6GII7	8042335	8029956
1hfb	C	P32449	8042429	8030050
1qo5	A	P05062	8043481	8031103
3pud	A	D0CFC3	8059107	8059106
3flu	A	Q9JZR4	8059111	8059110
6mqh	A	A0A0H2WFM6	8059113	8059112
3g0s	A	Q8ZN71	8059115	8059114
3cpr	A	P19808	8059125	8059124
4mlr	E	Q9PPB4	8059131	8059130
3si9	A	Q6G468	8059135	8059134
3di1	B	Q5HG25	8059137	8059136
4z1a	A	P56060	8066523	8066522
3e9a	A	A5F692	8066535	8066534
4d2j	A	B9PW35	8069979	8069978
3m16	A	U3KRE8	8075132	8075131
2fjk	A	Q703I2	8075678	8075677
3txv	A	Q92UY3	8087599	8087598
6rb7	E	A7B555	8094233	8094232
7lvl	D	A0A0F4VK59	8102583	8102582
7rgn	A	A0A5C1DZF7	8103845	8103844
2kdn	A	Q8I3V0	8075565	8075564
2n8q	A	A8JH36	8087144	8087143
2mcq	A	Q9ZCE4	8087146	8087145
6k0a	E	Q57903	8095073	8095072
5yq4	A	Q9Y2M5	8084979	8084978
4ch9	A	Q9UH77	8084987	8084986
3ii7	A	Q8IXQ5	8084991	8084990
1ul4	A	Q9S7A9	8041868	8029489
1ryk	A	P68206	8041063	8028684
1m8n	A	Q9GSA6	8043360	8030981
6voi	g	P05435	8098284	8098283
6q45	O	Q8RGE1	8100234	8100233
5em1	A	Q2KN24	8073259	8073258
4e6s	A	Q3URR7	8079671	8079670
4bhx	A	Q9GZU2	8079673	8079672
2nbh	A	D8QCG9	8053126	8048685
2fz6	C	P52754	8083262	8083261
4xvv	A	A6TE95	8091089	8091088
1twf	L	P40422	8042695	8030316
5xon	L	C4QWA8	8080897	8080896
4fhn	D	O43044	8090975	8046888
1wub	A	P83815	8043716	8031338
7bwl	A	Q9I690	8102214	8102213
1iyb	A	Q7XZV5	8035954	8023574
1iqq	A	O80323	8036707	8024328
1sgl	A	E0CX00	8039432	8027053
1jy5	A	Q9M7C7	8040028	8027649
1vd1	A	Q9SSV1	8061116	8061115
3kk7	A	Q8A267	8052088	8052087
7o3c	m	P48772	8105443	8105442
3qw9	A	P26342	8052315	8047456
4hiz	B	I7HXG2	8052099	8047351
1v0e	A	Q04830	8052101	8030563
2ash	B	Q9X1P7	8079675	8079674
3pru	D	P73203	8052316	8047743
2l8v	A	P50034	8052322	8047746
3nph	B	P73204	8052325	8047747
1z0p	A	Q99YR7	8035070	8022690
1x6m	A	Q51669	8043736	8031358
2kwb	A	Q93573	8077409	8077408
2k8d	A	O26807	8077643	8077642
3djm	A	Q3J512	8091261	8045633
3lrr	A	O95786	8103677	8046836
2f1l	A	Q9HXQ0	8040460	8028081
3k6o	A	A6L1M8	8052342	8046950
2ixo	A	P40454	8042901	8030522
1ynh	A	P76216	8034757	8022377
2dew	X	Q9UM07	8039686	8027307
1s9r	A	P23793	8041501	8029122
6b10	A	Q0P9V0	8063122	8063121
5an9	I	Q551M2	8084664	8084663
6u1r	A	C3RVP0	8094190	8094189
2n3e	A	A6YIY1	8052367	8046117
5iz2	A	B5SYS5	8052369	8046115
4o3w	A	Q83UA7	8052217	8048881
4gmq	A	G0RYD6	8052371	8046042
4o4u	D	A0A0H2UKY5	8052212	8047018
4o3w	A	Q83UA7	8052219	8048881
5dxu	B	P23727	8052382	8045616
3lot	D	O29058	8053322	8047622
3e49	B	Q13GE9	8053325	8047625
3fa5	B	A1B7S1	8053326	8047626
2vef	B	P59655	8061752	8061751
2vp8	A	P9WNC9	8061758	8061757
4djd	F	Q07341	8089873	8051754
4qoz	C	Q14493	8052385	8051011
4n6f	B	D7RFL7	8064404	8064403
5cfl	A	A7SLZ2	8052388	8050781
5b6j	A	A5F686	8074932	8074931
1ijt	A	P08620	8034033	8021653
1q1u	A	P61328	8039557	8027178
1ilr	1	P18510	8042017	8029638
1rg8	A	P05230	8042239	8029860
3hwk	B	I6Y9Q3	8064590	8064589
3msu	A	Q5NIJ6	8064610	8064609
5uzp	A	O75390	8070005	8070004
3cjs	B	P36238	8040122	8027743
7b93	g	O09111	8104651	8104650
4xk8	D	A5Z2K3	8074484	8074483
2qf4	A	Q8DMY2	8090234	8045319
3hz7	A	Q24NB0	8089468	8089467
1ku2	A	Q9EZJ8	8044410	8032032
2o9l	A	O66858	8092895	8046121
5byh	M	R4YEY9	8092896	8046122
5byh	M	R4YEY9	8092897	8046122
7aat	A	P00508	8032300	8019920
1yaa	A	P23542	8032310	8019930
1bjw	A	Q56232	8032325	8019945
3tat	A	P04693	8032344	8019964
1qgn	A	Q9ZPL5	8032357	8019977
1cs1	A	P00935	8032360	8019980
1c7n	A	Q56257	8032362	8019982
1elu	A	Q9ZHG9	8032370	8019990
2oat	A	P04181	8032385	8020005
1dfo	A	P0A825	8032404	8020024
1bs0	A	P12998	8032408	8020028
1iay	A	P18485	8033830	8021450
1o4s	A	Q9X0Y2	8033863	8021483
1kkp	A	Q7SIB6	8040414	8028035
2gb3	A	Q9X224	8041790	8029411
1n8p	A	P31373	8043677	8031299
1xey	A	P69908	8043859	8031481
5x5h	A	Q79VD9	8059623	8059622
4oc9	B	Q0P7Q4	8059635	8059634
3bn1	A	Q9A9H3	8063304	8063303
4wb0	A	Q71PB4	8069115	8069114
2e54	A	Q9X2A5	8071904	8071903
3nx3	A	Q9PIR7	8071906	8071905
3oks	A	A0QWJ0	8071910	8071909
3q8n	A	A0QQ04	8071918	8071917
5ti8	A	W5IS25	8071936	8071935
3gju	A	Q987B2	8071940	8071939
5g4i	B	A1RDF1	8071946	8071945
2cin	A	P9WQ77	8071958	8071957
3euc	A	Q46WL3	8073116	8073115
5wt5	C	O25008	8074680	8074679
3h7f	A	P9WGI9	8075110	8075109
4mqp	B	P9WQ81	8077229	8077228
4zm4	A	A8R0K5	8079113	8079112
3hbx	D	Q42521	8083039	8083038
6eei	A	Q8RY79	8083284	8083283
6eew	A	P17770	8083286	8083285
6eeq	A	A0A2I6B3P0	8083290	8083289
6snu	C	A0A1R0MXM9	8093450	8093449
6liv	C	P54769	8094611	8094610
6yme	A	I7H6W6	8094935	8094934
6khq	B	A0A0H3JQ19	8095487	8095486
6ldo	D	F9UT53	8096390	8096389
4uox	C	P42588	8098688	8098687
5w70	A	Q4R0W2	8099508	8099507
6tor	B	Q8TBG4	8100248	8100247
3ffr	A	A0A6N4SPK8	8101339	8101338
6hnb	A	C4YJ02	8101387	8101386
7n63	A	C5ZW06	8103316	8103315
7mhv	A	Q5ZUP7	8103412	8103411
7d7o	B	A0A5B7VKY7	8103843	8103842
7dlw	B	Q9STR4	8105503	8105502
7acr	5	A0A330BLJ1	8103825	8103824
3efg	A	Q8PAH9	8090289	8045338
2cfz	A	Q9I5I9	8033673	8021293
2dkf	A	Q5SLP1	8033776	8021396
1ztc	A	Q9WZZ6	8036250	8023870
5o7n	B	A0A173FE28	8061871	8061870
4tzf	A	M1VE66	8061897	8061896
5wih	A	A0A024FRL9	8061899	8061898
6auf	B	G6EHN2	8081924	8081923
4xuk	A	G7GD18	8086956	8086955
6b9v	B	Q1INB9	8087069	8087068
6u10	A	B2FTM1	8094413	8094412
6v73	A	Q2N9N3	8095069	8095068
6mfi	A	K4KM71	8095519	8095518
6hrg	A	A8ABX8	8097174	8097173
4ysb	A	Q1D4C9	8099212	8099211
1zwx	A	Q9RLV9	8036341	8023962
1wdu	B	Q93139	8041714	8029335
2voa	A	O29675	8061489	8061488
4cmn	A	Q01968	8064918	8064917
4awn	A	P24855	8069347	8069346
5ewt	A	F0NG49	8073936	8073935
3hr8	A	P36203	8056625	8056624
1ize	A	P0CU33	8032213	8019833
1uh9	A	P06026	8040844	8028465
4fiv	A	Q66972	8042436	8030057
1dpj	A	P07267	8042465	8030086
1qdm	A	P42210	8042471	8030092
1smr	A	P00796	8042496	8030117
3fv3	A	P32951	8066381	8066380
2p3c	A	Q6Q004	8072155	8072154
2rkf	A	Q90JJ9	8072167	8072166
2fxe	A	P05959	8072181	8072180
2p3d	A	Q7SRY5	8072223	8072222
3s43	A	Q7SSE3	8072227	8072226
3nr6	B	A1Z651	8072253	8072252
3hd8	A	Q53IQ4	8087228	8087227
5c9f	A	Q92FY8	8090352	8049469
2q55	A	O38719	8098150	8098149
2i0a	B	O38723	8098152	8098151
3lin	J	Q82134	8101693	8101692
1qjw	A	P07987	8043861	8031483
5xcy	A	Q02321	8073537	8073536
3voi	A	B7X9Z0	8073539	8073538
1odo	A	Q9KZR7	8037411	8025032
5yhj	A	C4L2G9	8064338	8064337
5e0e	A	J9JD75	8068637	8068636
4gqs	A	P33261	8068643	8068642
4r20	B	A7U483	8068647	8068646
5vws	A	D6Y4Z8	8068703	8068702
6cr2	A	E9QY26	8073798	8073797
2z36	B	Q2L6S8	8078689	8078688
5it1	A	Q70AS3	8078697	8078696
4xe3	A	Q59819	8078703	8078702
6b11	A	Q9ZHQ1	8078705	8078704
4yzr	A	O31785	8078717	8078716
6hqd	A	G3LGZ6	8078757	8078756
3zkp	A	P48635	8078769	8078768
4egm	B	Q2IU02	8080155	8080154
4ggv	A	D9WMR2	8084078	8084077
3p3x	B	Q70KH6	8084082	8084081
6j83	A	A0A077KEB8	8096092	8096091
6m7l	A	A0A2P9IBF7	8096680	8096679
