# 2021/11/14 - 18:08 | PDB: 45.21 | UniProt: 2021.04
SP_PRIMARY	PDB
P31947	1ywt;1yz5;3iqj;3iqu;3iqv;3lw1;3mhr;3o8i;3p1n;3p1o;3p1p;3p1q;3p1r;3p1s;3smk;3sml;3smm;3smn;3smo;3sp5;3spr;3t0l;3t0m;3u9x;3ux0;4dat;4dau;4dhm;4dhn;4dho;4dhp;4dhq;4dhr;4dhs;4dht;4dhu;4fl5;4fr3;4iea;4jc3;4jdd;4qli;4y32;4y3b;4y5i;5btv;5hf3;5ltw;5lu1;5lu2;5mhc;5moc;5mxo;5my9;5myc;5n5r;5n5t;5n5w;5n75;5oeg;5oeh;5ok9;5okf;5om0;5oma;6fau;6fav;6faw;6fbb;6fbw;6fby;6fcp;6fi4;6fi5;6g6x;6g8i;6g8j;6g8k;6g8l;6g8p;6g8q;6ghp;6hhp;6hkb;6hkf;6hmt;6hmu;6hn2;6nv2;6qdr;6qds;6qdt;6qdu;6qhl;6qhm;6qiu;6qzr;6qzs;6r5l;6rhc;6rjl;6rjq;6rjz;6rk8;6rki;6rkk;6rkm;6rl3;6rl4;6rl6;6rm5;6rm7;6rp6;6rwh;6rwi;6rws;6rwu;6rx2;6s39;6s3c;6s40;6s9q;6sin;6sio;6sip;6siq;6slv;6slw;6slx;6t5f;6t5h;6t80;6tch;6tjm;6tl3;6tlf;6tlg;6tm7;6twz;6w0l;6xwd;6xxc;6xy5;6y18;6y1d;6y1j;6y3m;6y3o;6y3r;6y3s;6y3v;6y3w;6y40;6y44;6y58;6y7t;6y8a;6y8b;6y8d;6y8e;6ye9;6yia;6yib;6yic;6ylu;6yow;6yox;6yoy;6yp2;6yp3;6yp8;6ypl;6ypy;6yq2;6yr5;6yr6;6yr7;6zcj;6zvb;6zvc;6zvd;6zve;7aew;7aog;7axn;7ayf;7az1;7az2;7b13;7b15;7b9m;7b9r;7b9t;7ba3;7ba5;7ba6;7ba7;7ba8;7ba9;7baa;7bab;7bdp;7bdt;7bdy;7bfw;7bg3;7bgq;7bgr;7bgv;7bgw;7bi3;7biq;7biw;7biy;7bjb;7bjf;7bjl;7bjw;7bkh;7nfw;7nif;7nig;7nix;7nj6;7nj8;7nj9;7nja;7njb;7nk3;7nk5;7nla;7nle;7nm1;7nm3;7nm9;7nmh;7nqp;7nr7;7nrk;7nrl;7nsv;7nv4;7nvi;7nws;7nxs;7nxt;7nxw;7nxy;7ny4;7nye;7nyf;7nyg;7nz6;7nzg;7nzk;7nzv;7o07;7o34;7o3a;7o3f;7o3p;7o3q;7o3r;7o3s;7o57;7o59;7o5a;7o5c;7o5d;7o5f;7o5g;7o5o;7o5p;7o5s;7o5u;7o5x;7o6f;7o6g;7o6i;7o6j;7o6k;7o6m;7o6o
P31948	1elr;1elw;2lni;2nc9;3esk;3fwv
P31949	1v4z;1v50;2luc
P31950	1qls
P31969	1pse;1psf
P31973	2b5o
P31979	7nyr;7nyu;7nyv;7nz1
P31992	1gyj;1gyx;1gyy
P31994	2fcb;3wjj;5occ
P31995	3wjl;6yax
P31997	2dks;4wtz;4y88;4yiq
P32018	1b9p;1b9q
P32019	3mtc;3n9v;4cml;5a7i;5a7j
P32021	5lsq;5lun;5mof;5v2t;5v2u;5v2v;5v2x;5v2y;5v2z;5v31;5v32;5v34;5vka;5vkb;6cba;6cf3;6vp4;6vp5
P32026	1mr4
P32055	1bsv;1bws;1e6u;1e7q;1e7r;1e7s;1fxs;1gfs
P32056	1rya;2gt2;2gt4
P32081	1csp;1csq;1nmf;1nmg;2es2;2f52;2i5l;2i5m;3pf4;3pf5;6szz;6t00
P32094	7d8u
P32099	1x2g;1x2h;3a7a;3a7r;4tvw;4tvy
P32100	4v6w;6xu6;6xu7;6xu8
P32119	1qmv;5b8a;5b8b;5ijt;7kiz;7kj0;7kj1
P32120	3p2d;5tv1
P32125	1np6;1p9n
P32131	1olt
P32138	5aed;5aee;5aeg;5oht
P32140	2rgk
P32141	7ag1
P32143	7ag6;7agh;7agk
P32156	1x8d
P32157	1o65;1o67;5yhi
P32169	1gt7;1ojr;2uyu;2uyv;2v29;2v2a;2v2b;2v9e;2v9f;2v9g;2v9i;2v9l;2v9m;2v9n;2v9o
P32170	1d8w;1de5;1de6
P32171	2cgj;2cgk;2cgl
P32173	1e5k;1fr9;1frw;1h4c;1h4d;1h4e;1hjj;1hjl
P32177	4pde
P32178	1csm;2csm;3csm;4csm;5csm
P32179	1k9y;1k9z;1ka0;1ka1;1qgx
P32194	1pg1;1zy6
P32195	2muh
P32196	1kwi;1lxe;1pfp;2mz6
P32238	1d6g;1hzn;7ezh;7ezk;7ezm;7f8u;7f8y;7mbx;7mby
P32239	1l4t;7f8v;7f8w
P32241	1of2;1ogt;3b3i;3b6s;3dtx;3hcv;5def;5deg;5ib1;5ib2;5ib3;5ib4;5ib5;6vn7
P32245	6w25;7aue;7f53;7f54;7f55;7f58;7piu;7piv
P32248	6qzh
P32266	6jsj
P32267	1jr5;1tkv;1tl6;1tlh;6k4y
P32270	3upu
P32277	1s68;2hvq;2hvr;2hvs
P32288	3fky
P32297	4zk4;5syo;5tvc;6pv7;6pv8
P32298	4yhj
P32300	4ej4
P32308	4ue5
P32318	3fpz;4y4l
P32320	1mq0
P32321	2w4l
P32322	2ger;2gr9;2gra;2izz;5uat;5uau;5uav;5uaw;5uax;6xoz;6xp0;6xp1;6xp2;6xp3
P32324	1n0u;1n0v;1u2r;1zm2;1zm3;1zm4;1zm9;2e1r;2npf;2p8w;2p8x;2p8y;2p8z;2zit;3b78;3b82;3b8h;3dny;4v4b;5juo;5jup;5jus;5jut;5juu;6gq1;6gqb;6gqv
P32325	3oq0;3oq4;3qbz;5t2f;5t2s;6mf6
P32337	3w3t;3w3u;3w3v;3w3w;3w3x;3w3y;3w3z;4zj7;5h2v
P32340	4g6g;4g6h;4g73;4g74;4g9k;4gap;4gav;5yjw;5yjx;5yjy
P32344	5mrc;5mre;5mrf
P32349	5fj8;5fj9;5fja;6cnb;6cnc;6cnd;6cnf;6eu0;6eu1;6eu2;6eu3;6f40;6f41;6f42;6f44;6tut
P32356	5jta;5m4a;5n6n;5nis
P32357	3sbs;3sbt;3zef;4i43;4ilg;4ilh;4ili;5qy1;5qy2;5qy3;5qy4;5qy5;5qy6;5qy7;5qy8;5qy9;5qya;5qyb;5qyc;5qyd;5qye;5qyf;5qyg;5qyh;5qyi;5qyj;5qyk;5qyl;5qym;5qyn;5qyo;5qyp;5qyq;5qyr;5qys;5qyt;5qyu;5qyv;5qyw;5qyx;5qyy;5qyz;5qz0;5qz1;5qz2;5qz3;5qz4;5qz5;5qz6;5qz7;5qz8;5qz9;5qza;5qzb;5qzc;5qzd;5qze;5qzf;5qzg;5qzh;5qzi;5qzj;5qzk;5qzl;5qzm;5qzn;5qzo;5qzp;5qzq;5qzr;5qzs;5qzt;5qzu;5qzv;5qzw;5qzx;5qzy;5qzz;5r00;5r01;5r02;5r03;5r04;5r05;5r06;5r07;5r08;5r09;5r0a;5r0b;5r0c;5r0d;5r0e;5r0f;5r0g;5r0h;5r0i;5r0j;5r0k;5r0l;5r0m;5r0n;5r0o;5r0p;5r0q;5r0r;5r0s;5r0t;5r0u;5r0v;5r0w;5r0x;5r0y;5r0z;5r10;5r11;5r12;5r13;5r14;5r15;5r16;5r17;5r18;5r19;5r1a;5r1b;5r1c;5r1d;5r1e;5r1f;5r1g;5r1h;5r1i;5r1j;5r1k;5r1l;5r1m;5r1n;5r1o;5r1p;5r1q;5r1s
P32361	2be1;2rio;3fbv;3lj0;3lj1;3lj2;3sdj;3sdm
P32364	6ixq
P32366	3j9t;3j9u;3j9v;5tj5;5vox;5voy;5voz;6c6l;6m0r;6m0s;6o7t;6o7u;6o7v;6o7w;6o7x;6pe4;6pe5
P32367	6yj6
P32368	3lwt;4tu3
P32372	4bmc;4bmd;4bu0;4bu1;6hm3;6hm4
P32377	1fi4
P32379	1fnt;1g0u;1g65;1jd2;1ryp;1z7q;2f16;2fak;2gpl;2z5c;2zcy;3bdm;3d29;3dy3;3dy4;3e47;3gpj;3gpt;3gpw;3hye;3jco;3jcp;3mg0;3mg4;3mg6;3mg7;3mg8;3nzj;3nzw;3nzx;3oeu;3oev;3okj;3sdi;3sdk;3shj;3tdd;3un4;3un8;3wxr;4cr2;4cr3;4cr4;4eu2;4fzc;4fzg;4g4s;4gk7;4hnp;4hrc;4hrd;4inr;4int;4inu;4j70;4jsq;4jsu;4jt0;4lqi;4ltc;4nnn;4nnw;4no1;4no6;4no8;4no9;4q1s;4qby;4qlq;4qls;4qlt;4qlu;4qlv;4qux;4quy;4qv0;4qv1;4qv3;4qv4;4qv5;4qv6;4qv7;4qv8;4qv9;4qvl;4qvm;4qvn;4qvp;4qvq;4qvv;4qvw;4qvy;4qw0;4qw1;4qw3;4qw4;4qw5;4qw6;4qw7;4qwf;4qwg;4qwi;4qwj;4qwk;4qwl;4qwr;4qws;4qwu;4qwx;4qxj;4qz0;4qz1;4qz2;4qz3;4qz4;4qz5;4qz6;4qz7;4qzw;4qzx;4qzz;4r00;4r02;4r17;4r18;4rur;4v7o;4x6z;4y69;4y6a;4y6v;4y6z;4y70;4y74;4y75;4y77;4y78;4y7w;4y7x;4y7y;4y80;4y81;4y82;4y84;4y8g;4y8h;4y8i;4y8j;4y8k;4y8l;4y8m;4y8n;4y8o;4y8p;4y8q;4y8r;4y8s;4y8t;4y8u;4y9y;4y9z;4ya0;4ya1;4ya2;4ya3;4ya4;4ya5;4ya7;4ya9;4z1l;5a5b;5ahj;5bou;5bxl;5bxn;5cgf;5cgg;5cgh;5cgi;5cz4;5cz5;5cz6;5cz7;5cz8;5cz9;5cza;5d0s;5d0t;5d0v;5d0w;5d0x;5d0z;5dki;5dkj;5fg7;5fg9;5fga;5fgd;5fge;5fgf;5fgg;5fgh;5fgi;5fhs;5jhr;5jhs;5l52;5l54;5l55;5l5a;5l5b;5l5d;5l5e;5l5f;5l5h;5l5i;5l5j;5l5o;5l5p;5l5q;5l5r;5l5s;5l5t;5l5u;5l5v;5l5w;5l5x;5l5y;5l5z;5l60;5l61;5l62;5l63;5l64;5l65;5l66;5l67;5l68;5l69;5l6a;5l6b;5l6c;5lai;5laj;5ltt;5m2b;5mp9;5mpa;5mpb;5mpc;5nif;5wvi;5wvk;6ef0;6ef1;6ef2;6ef3;6fvt;6fvu;6fvv;6fvw;6fvx;6fvy;6g7f;6g8m;6g8n;6gop;6h39;6htb;6htc;6htd;6htp;6htr;6hub;6huc;6huq;6huu;6huv;6hv3;6hv4;6hv5;6hv7;6hva;6hvr;6hvs;6hvt;6hvu;6hvv;6hvw;6hvx;6hvy;6hw0;6hw3;6hw4;6hw5;6hw6;6hw7;6hw8;6hw9;6hwa;6hwb;6hwc;6hwd;6hwe;6hwf;6j2c;6j2n;6j2q;6j2x;6j30;6zou;6zp6;6zp8;7ls5;7ls6;7lsx
P32380	4ds7;7m2w;7m2x;7m2y;7m3p
P32387	3j6b;5mrc;5mre;5mrf
P32390	3dwl;6w17;6w18
P32395	2inf
P32396	1ak1;1c1h;1c9e;1doz;1ld3;1n0i;2ac2;2ac4;2h1v;2h1w;2hk6;2q2n;2q2o;2q3j;3goq;3m4z
P32397	3i6d
P32400	1nba
P32410	1ffk;1jj2;1k73;1k8a;1k9m;1kc8;1kd1;1kqs;1m1k;1m90;1n8r;1nji;1q7y;1q81;1q82;1q86;1qvf;1qvg;1s72;1vq4;1vq5;1vq6;1vq7;1vq8;1vq9;1vqk;1vql;1vqm;1vqn;1vqo;1vqp;1w2b;1yhq;1yi2;1yij;1yit;1yj9;1yjn;1yjw;2otj;2otl;2qa4;2qex;3cc2;3cc4;3cc7;3cce;3ccj;3ccl;3ccm;3ccq;3ccr;3ccs;3ccu;3ccv;3cd6;3cma;3cme;3cpw;3cxc;3g4s;3g6e;3g71;3i55;3i56;3ow2;4adx;4v9f
P32411	1ffk;1jj2;1k73;1k8a;1k9m;1kc8;1kd1;1kqs;1m1k;1m90;1n8r;1nji;1q7y;1q81;1q82;1q86;1qvf;1qvg;1s72;1vq4;1vq5;1vq6;1vq7;1vq8;1vq9;1vqk;1vql;1vqm;1vqn;1vqo;1vqp;1w2b;1yhq;1yi2;1yij;1yit;1yj9;1yjn;1yjw;2otj;2otl;2qa4;2qex;3cc2;3cc4;3cc7;3cce;3ccj;3ccl;3ccm;3ccq;3ccr;3ccs;3ccu;3ccv;3cd6;3cma;3cme;3cpw;3cxc;3g4s;3g6e;3g71;3i55;3i56;3ow2;4adx;4v9f
P32419	5zi2;5zi3;5zi4
P32422	4kt0;4l6v;5oy0;6hqb;6nwa;6uzv;7o1v
P32436	3fys
P32440	4jjf;4jjg;5ok4;6ggu
P32445	6cqk;6cqm;6cqo
P32447	1roc;1wg3;2hue;2idc;2ygv;4eo5;4zbj;5eii;5ucb;5uea;5uek;6ayz;6az2;6f0y;6o22
P32449	1hfb;1oab;1of6;1of8;1ofa;1ofb;1ofo;1ofp;1ofq;1ofr;1og0
P32455	1dg3;1f5n;2b8w;2b92;2bc9;2d4h;6k1z;6k2d;6loj
P32456	6vkj;7e58
P32458	5ar1
P32471	1f60;1g7c;1ije;1ijf;2b7b;2b7c;5o8w
P32477	3ig5;3ig8;3lvv;3lvw
P32481	3j81;3jap;3jaq;4zgn;4zgq;6fyx;6fyy;6gsm;6gsn;6i3m;6i7t;6qg0;6qg1;6qg2;6qg3;6qg5;6qg6
P32492	3mmi;4ll6;4ll8
P32495	2lbw;2lbx
P32496	3j47;3jck;3jco;3jcp;4cr2;4cr3;4cr4;5a5b;5mpb;5mpc;5mpd;5mpe;5wvi;5wvk;6fvt;6fvu;6fvv;6fvw;6fvx;6fvy;6j2c;6j2n;6j2q;6j2x;6j30
P32497	3jap;4u1c;5h7u;6fyx;6fyy;6gsm;6gsn;6zce;6zu9
P32499	1un0;2c1t
P32501	1paq;6i3m;6i7t;6qg0;6qg1;6qg2;6qg3;6qg5;6qg6
P32502	6i3m;6i7t;6qg0;6qg1;6qg2;6qg3;6qg5;6qg6
P32503	1m1c;6ygd
P32504	4aco;6gsa;6gyp;6gys;6gyu
P32505	2jps;2lhn;2v75;3lcn;3zj1;3zj2;4jlq;5l2l
P32507	4fmk;4fn0;4fs0
P32523	1n87;2bay;3lrv;4zb4;5gm6;5gmk;5lj5;5m8c;5mq0;5wsg;5y88;5ylz;6bk8;6exn;6j6g;6j6h;6j6n;6j6q
P32524	4dgw;5nrl;5zwm;5zwo;6g90;7dco;7oqb;7oqe
P32526	5n74
P32527	2lwx;5dje
P32529	4c2m;4c3h;4c3i;4c3j;4ym7;5g5l;5lmx;5m3f;5m3m;5m5w;5m5x;5m5y;5m64;5n5y;5n5z;5n60;5n61;5oa1;5w5y;5w64;5w65;5w66;6h67;6h68;6hko;6hlq;6hlr;6hls;6rqh;6rql;6rqt;6rrd;6rui;6ruo;6rwe;6tps
P32539	6yba;6z7n
P32540	2bai
P32542	1fmb
P32544	2pk2
P32557	1bed;2ijy;4dvc
P32558	3bip;3biq;3bit;4ioy;4wnn;7nky
P32562	6mf4;6mf5;6mf6
P32563	2jtw;2nvj;2rpw;3j9t;3j9u;3j9v;5i1m;5tj5;5vox;5voy;5voz;6c6l;6hh0;6m0r;6m0s;6o7t;6pe4;6pe5
P32565	3jco;3jcp;4ady;4cr2;4cr3;4cr4;5a5b;5mpb;5mpc;5mpd;5mpe;5wvi;5wvk;6fvt;6fvu;6fvv;6fvw;6fvx;6fvy;6j2c;6j2n;6j2q;6j2x;6j30
P32566	5j1b;6qbm;6qbn;6qbo;6qbp;6qbq;6qbr
P32569	3j1o;3rj1;4gwp;4gwq;4h62;4v1o;5oqm;5sva
P32570	3j1o;3r84;3rj1;4gwp;4gwq;4h62;4v1o;5oqm;5sva
P32577	1k9a;2rsy
P32582	6c2h;6c2q;6c2z;6c4p
P32585	2hzm;2hzs;3j1o;3rj1;4gwp;4gwq;4v1o;5oqm;5sva
P32588	2la4;3md1;3md3;6z29
P32589	2qxl;3c7n;3d2e;3d2f
P32591	2fq3;6l9j;6uxv;6uxw;7c4j
P32597	6k15;6kmb;6kmj;6kw3;6kw4;6kw5;6lqz;6mr4;6tda;6uy1;6v8o;6v92;6vz4;6vzg
P32600	6emk
P32602	1qqe
P32605	5zwn;6g90;6n7p;6n7r;6n7x;7oqc;7oqe
P32610	3j9t;3j9u;3j9v;4rnd;5bw9;5d80;5vox;5voy;5voz;6o7v;6o7w;6o7x
P32611	3j6b;5mrc;5mre;5mrf
P32613	3pr6
P32626	2g80
P32628	1x3w;1x3z;2nbu;2nbw;2qsf;2qsg;2qsh;3esw;3m62;4yir;6cfi;6ubf;6ug1;6uin
P32639	3hib;3im1;3im2;3jcm;4bgd;5dca;5gan;5gao;5gap;5gm6;5lj5;5lqw;5m52;5m5p;5nrl;5zwm;5zwo;7b9v
P32643	3g5t
P32656	5hwi;5hwk
P32657	2dy7;2dy8;2h1e;2xb0;3mwy;3ted;5j70;5o9g;6ftx;6g0l;7nkx
P32660	7ky6;7kyb;7kyc
P32664	1vk6;2gb5;5isy;5iw4;5iw5
P32676	4tn5
P32684	2gml;3dh3
P32717	4pdx
P32718	3htv
P32719	3ct7;3ctl
P32722	2odj;3sy7;4foz
P32727	2mt4
P32729	3v7q
P32738	1q6x;1t1u
P32754	3isq;5ec3
P32755	1sqi
P32761	2ex5
P32766	6uio
P32767	6q82;6q83;6q84
P32768	4lhl;4lhn
P32769	3izq;3p26;3p27;5m1j
P32773	1nh2;1rm1;1ytf;5fmf;5fyw;5fz5;5oqj;5oqm;5sva;6gyk;6gyl;6gym;7o4i;7o4j;7o72;7o73;7o75;7oh9
P32774	1nh2;1rm1;1ytf;5fmf;5fyw;5fz5;5oqj;5oqm;5sva;6gyk;6gyl;6gym;7o4i;7o4j;7o72;7o73;7o75
P32776	1y5o;2gs0;2k2u;2l2i;2lox;2m14;2mkr;2n0y;2n23;5oqj;5oqm;5urn;6gym;7k01;7k04;7m2u;7o4i;7o4j;7o4k;7o4l;7o72;7o73;7o75
P32780	1pfj;2dii;2rnr;2ruk;2rvb;5gow;5xv8;6nmi;6o9l;6o9m;7ad8;7bul;7egb;7egc;7ena;7enc;7lbm;7nvr;7nvw;7nvx;7nvy;7nvz;7nw0
P32786	5n5y;5n5z;5n60;5n61;5o7x;5oa1;5w5y;5w64;5w65;5w66;6rqh;6rql;6rrd;6rui;6ruo;6rwe;6tps
P32790	1ssh;1z9z;2hbp;2jt4;2v1q;3idw
P32793	2a08
P32794	7nku
P32795	2mv3
P32797	1kxl;1s40;3nws;3nwt;3oip;3oiq;4hce
P32799	6giq;6hu9;6t0b;6t15;6ymx;6ymy;6zdb
P32807	5y58
P32816	1jpu;1jq5;1jqa
P32830	6lo8
P32832	6k15;6kw3;6kw4;6kw5;6tda;6v8o;6v92
P32833	5v8f;5zr1;6rqc;6wgc;6wgg;6wgi;7mca
P32835	2x19;3icq;3m1i;3wyg
P32839	6sh3;6sh4;6sh5
P32842	5tj5;5vox;5voy;5voz;6c6l;6m0r;6m0s;6o7t;6o7u;6o7v;6o7w;6o7x;6pe4;6pe5
P32844	2fji;5yfp;6vkl
P32849	5yrq
P32851	1br0;1ez3;1hvv;1jth;1kil;1n7s;1sfc;1urq;2m8r;2n1t;3c98;3hd7;3ipd;3j96;3j97;3j98;3j99;3rk2;3rk3;3rl0;4jeh;4jeu;5ccg;5cch;5cci;5kj7;5kj8;5w5c;5w5d;6ip1;6mdm;6mdn;6mti;6wvw
P32855	5yfp;6vkl
P32860	2ltl
P32861	2i5k
P32867	1fio;3b5n
P32871	2v1y
P32873	6fsf;6lp3
P32876	2xnd;5ara;5are;5arh;5ari;5fij;5fik;5fil;6zbb;6ziq;6zpo
P32880	1jmn
P32881	6jhd
P32882	5ca1
P32884	1usr;1usx
P32886	5ywo;5ywp
P32890	1djr;1eef;1efi;1fd7;1htl;1jqy;1lt3;1lt4;1lt5;1lt6;1lta;1ltb;1ltg;1lti;1lts;1ltt;1pzi;1tet;2xrq;2xrs;5lzi;6ial
P32897	7clv
P32899	5wlc;5wxm;5wyj;5wyk;6ke6;6lqp;6lqq;6lqr;6lqs;6lqt;6lqu;6lqv;6nd4;6zqa;6zqb;6zqc;6zqd;6zqe;6zqf;7ajt;7aju;7d4i;7d5s;7d5t;7d63
P32902	5mrc;5mre;5mrf
P32904	3j6b;5mrc;5mre;5mrf
P32905	3j6x;3j6y;3j77;3j78;4u3m;4u3n;4u3u;4u4n;4u4o;4u4q;4u4r;4u4u;4u4y;4u4z;4u50;4u51;4u52;4u53;4u55;4u56;4u6f;4v4b;4v6i;4v7r;4v88;4v8y;4v8z;5dat;5dc3;5dge;5dgf;5dgv;5fci;5fcj;5i4l;5juo;5jup;5jus;5jut;5juu;5ll6;5m1j;5mc6;5mei;5ndg;5ndv;5ndw;5obm;5on6;5tbw;5tgm;6eml;6fai;6gq1;6gqb;6gqv;6hhq;6i7o;6q8y;6rbd;6rbe;6s47;6snt;6sv4;6t4q;6t7i;6t83;6tb3;6wdr;6xiq;6xir;6y7c;6z6j;6z6k;6zce;6zu9;6zvi;7a1g;7b7d;7nrc;7nrd
P32906	1dl2;1g6i
P32908	1w1w;6zz6;7ogt
P32909	3fma;3k3v
P32910	5fj8;5fj9;5fja;6cnb;6cnc;6cnd;6cnf;6eu0;6eu1;6eu2;6eu3;6f40;6f41;6f42;6f44;6tut
P32911	2ogh;2rvh;3j80;3j81;3jam;3jap;3jaq;6gsm;6gsn;6zce
P32912	1kmd
P32914	2exu
P32915	6n3q;6nd1;7aft;7kah;7kai;7kaj;7kao;7kap;7kaq;7kar;7kas;7kat;7kau;7kb5
P32916	1nrj
P32917	2kgn;2l4u;3fze;4f2h
P32923	2ge7;2ge8;2gec
P32926	5eqx
P32927	1c8p;1egj;1gh7;2gys;2na8;2na9;4nkq;5dwu;6nmy
P32929	2nmp;3cog;3elp;5eig;5tsu;5tt2;6nba;6ovg
P32939	1ky2;1ky3;4phf;4phg;4phh
P32942	1t0p
P32946	1gz7
P32947	1cle
P32951	3fv3;3tne;7agb;7agc;7agd;7age
P32969	2cql;4ug0;4v6x;5aj0;5lks;5t2c;6ip5;6ip6;6ip8;6lqm;6lsr;6lss;6lu8;6ole;6olf;6olg;6oli;6olz;6om0;6om7;6qzp;6w6l;6xa1;6y0g;6y2l;6y57;6y6x;6z6l;6z6m;6z6n;6zm7;6zme;6zmi;6zmo;7bhp
P32970	7kx0
P32974	6kac;6kad;6kaf
P32977	4rjw;4rjx
P32989	2h7f;2h7g;3igc
P33006	1cpt
P33007	1b9r
P33012	1jyh
P33013	5fsr
P33022	1q8f;3b9x
P33025	4gij;4gik;4gil;4gim
P33038	1dlg;1ejc;1ejd;1eyn;1naw;1q3g;1ryw;1ybg;3kqa;3lth;3spb;3su9;3swa;3swi;3swq;3upk;3v4t;3v5v;4e7b;4e7c;4e7d;4e7e;4e7f;4e7g;4eii
P33046	1g89;1g8c;1hr1;1qx9;1qxq;5zvf;5zvn
P33110	1xwo
P33122	7f2f
P33128	5ghu
P33136	1txk
P33148	1l3w
P33150	3k5s;3k6i
P33160	2go1;2gug;2nac;2nad;6juj;6juk;6jwg;6jx1
P33164	2pia
P33173	1i5s;1i6i;1ia0;1vfv;1vfw;1vfx;1vfz;2hxf;2hxh;2zfi;2zfj;2zfk;2zfl;2zfm
P33174	3zfc;3zfd
P33176	1bg2;1mkj;2p4n;3j8x;3j8y;4hna;4lnu;5lt0;5lt1;5lt2;5lt3;5lt4;6ojq
P33183	3c9z;3ca0;3ca1;3ca3;3ca4;3ca5;3ca6;3cah
P33185	1bry
P33186	3ktz;3ku0
P33187	6qk5;6qk6
P33197	2d1c
P33198	1lwd
P33201	3jct;4v7f;5fl8;5jcs;6elz;6em1;6em5;6ft6;6m62;6n8j;6n8k;6n8l;6ylg;6ylh;6ylx;6yly;7bt6;7btb;7of1;7oh3;7ohp;7ohq;7ohr;7ohs;7oht;7ohu;7ohv;7ohw;7ohx;7ohy
P33203	1o6w;2b7e;2kfd;6n7p;7oqe
P33219	2lqv
P33221	1eyz;1ez1;1kj8;1kj9;1kji;1kjj;1kjq
P33224	3djl;3u33
P33240	1p1t;2j8p;6q2i;6tze
P33241	3bh8;4no0;4no2
P33242	1ymt;1yp0;2ff0;3f7d
P33244	2xhs
P33247	1gsz;1h35;1h36;1h37;1h39;1h3a;1h3b;1h3c;1o6h;1o6q;1o6r;1o79;1sqc;1ump;2sqc;3sqc
P33260	2cik;2h6p
P33261	4gqs
P33284	3o08;3o1b;3o1w;3o4w;3o5b;3o6w;3o80;3o8m;4jax
P33285	3j80;3j81;3jam;3jap;3jaq;5it7;5it9;6fyx;6fyy;6gsm;6gsn;6uz7
P33297	3jco;3jcp;3whk;3whl;4cr2;4cr3;4cr4;5a5b;5mp9;5mpa;5mpb;5mpc;5wvi;5wvk;6ef0;6ef1;6ef2;6ef3;6fvt;6fvu;6fvv;6fvw;6fvx;6fvy;6j2c;6j2n;6j2q;6j2x;6j30
P33298	2dzn;2dzo;3jco;3jcp;4cr2;4cr3;4cr4;5a5b;5mp9;5mpa;5mpb;5mpc;5wvi;5wvk;6ef0;6ef1;6ef2;6ef3;6fvt;6fvu;6fvv;6fvw;6fvx;6fvy;6j2c;6j2n;6j2q;6j2x;6j30
P33299	3jco;3jcp;3vlf;4a3v;4cr2;4cr3;4cr4;4jpo;5a5b;5mp9;5mpa;5mpb;5mpc;5wvi;5wvk;6ef0;6ef1;6ef2;6ef3;6fvt;6fvu;6fvv;6fvw;6fvx;6fvy;6j2c;6j2n;6j2q;6j2x;6j30
P33302	7p03;7p04;7p05;7p06
P33307	1wa5;1z3h
P33308	5oqm;5sva
P33309	2vgm;2vgn;3izq;3j16;5m1j
P33312	4ha7;4ha9
P33313	6hfm;6hft
P33316	1q5h;1q5u;2hqu;3ara;3arn;3ehw;4mz5;4mz6;5h4j
P33317	3f4f;3hhq;3p48
P33322	3u28;3uai;3zv0
P33324	3b74;3b7n;3b7q;3b7z;3q8g;6sld
P33331	1gy7;1gyb
P33332	3a58;3hie;5lg4;5m4y;5yfp;6vkl
